MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,GarageYrBlt_NaN,LotFrontage_NaN
20,4,0.18969543993168606,0.4488993293064061,1,1,3,3,0,4,0,19,2,2,0,2,5,5,1965,1965,3,1,6,6,3,-0.5670159496749859,3,4,1,4,4,4,5,1.0200788199025677,6,-0.2930252797528886,-0.9711957167226853,-0.02668135606730748,1,0,1,5,-0.17421266283058426,-0.7850250438866518,-0.10119701650206231,-0.965688385970883,1.0,0.0,1,0,3,1,4,5,7,0,3,5,1965.0,3,1.0,-0.41276508639473086,5,5,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,2,2008,9,4,0,0
60,4,0.7836513126881294,0.5717509961539308,1,1,0,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,1,15,16,4,1.0323224854325983,0,4,2,0,4,4,2,1.2220738662017623,6,-0.2930252797528886,-0.8733342136280208,0.27970736593708057,1,0,1,5,0.2221546060916001,1.8792898319080633,-0.10119701650206231,1.508865625851558,1.0,0.0,3,0,4,1,0,11,7,2,2,3,2005.0,0,3.0,1.2220030728514268,5,5,2,0.42124978359905824,-0.39202597501695446,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,7,2006,7,5,0,0
20,4,0.10101769377900129,0.7363620624948457,1,1,1,3,0,4,0,19,2,2,0,2,5,6,1962,1962,3,1,6,11,3,-0.5670159496749859,3,4,1,4,4,4,0,0.6490227022442642,6,-0.2930252797528886,-0.8778859114463773,-0.31718325544924575,1,4,1,5,-0.580950915379067,-0.7850250438866518,-0.10119701650206231,-1.3698800410837755,1.0,0.0,1,0,2,1,4,4,7,0,3,5,1962.0,3,1.0,-0.561380373598927,5,5,2,0.3659159649362173,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,2.8471453325503226,0,3,4,1,-0.08959195989676072,9,2008,9,4,0,1
20,4,0.9923118107435168,0.3505109264769869,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2006,2007,1,1,13,14,4,1.1441643340415202,2,4,2,2,4,0,6,-0.9691332664786333,6,-0.2930252797528886,2.123958799759729,1.003692568303005,1,0,1,5,0.9476076094332583,-0.7850250438866518,-0.10119701650206231,0.14910814409354628,0.0,0.0,2,0,3,1,2,7,7,1,2,1,2006.0,2,3.0,1.7050027562650643,5,5,2,0.5240125896871913,-0.21441637981687842,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,8,2007,7,5,0,0
20,4,0.10101769377900129,0.39924471838742875,1,1,0,3,0,0,0,12,2,2,0,2,6,5,1960,1960,3,1,8,8,1,0.6185076455795869,3,4,1,4,4,4,1,0.6402403089269079,6,-0.2930252797528886,-0.09271803777988238,0.4567319608729492,1,4,1,5,0.4028070033605376,-0.7850250438866518,-0.10119701650206231,-0.3922814530129905,1.0,0.0,1,1,2,1,4,5,7,1,1,1,1960.0,2,1.0,-0.561380373598927,5,5,2,-0.7407604083206012,2.4497275481842626,2.3804136034503975,-0.10333053085137019,-0.28593545802354126,0,3,1,1,-0.08959195989676072,5,2008,9,4,0,1
45,5,-0.7790501058793072,-0.7363868390490759,1,1,3,3,0,0,0,3,2,2,0,1,7,8,1929,2001,1,1,14,15,3,-0.5670159496749859,3,4,0,4,4,4,6,-0.9691332664786333,6,-0.2930252797528886,0.6173468218837304,-0.4987469425629572,1,0,1,0,-0.7844463816557361,-0.7850250438866518,-0.10119701650206231,-1.5721014176250252,0.0,0.0,1,0,2,1,4,5,7,0,3,5,1991.0,3,2.0,0.47892663683044606,5,5,2,-0.36132850891826346,0.9548467885836223,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,0,1,-0.08959195989676072,7,2007,9,4,0,0
20,4,0.10101769377900129,0.456065804655212,1,1,0,3,0,1,0,12,2,2,0,2,6,7,1970,1970,1,1,14,15,1,0.4395606878053118,3,4,1,4,4,4,0,0.29992256787935145,6,-0.2930252797528886,-0.3066478352426375,-0.10838501526847763,1,0,1,5,-0.28331341473026755,-0.7850250438866518,-0.10119701650206231,-1.0741060555854165,1.0,0.0,1,0,2,1,4,5,7,1,5,1,1970.0,0,2.0,0.03308077521785759,5,5,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,3,1.14431217701962,3,2010,9,4,0,1
90,4,0.2758748862045521,0.3759381426313151,1,1,3,3,0,4,0,19,2,2,2,2,4,5,1967,1967,1,1,8,8,3,-0.5670159496749859,3,4,3,3,2,3,4,-0.9691332664786333,4,-0.2930252797528886,-1.2761594705525703,-2.3870092885455563,1,4,1,5,0.5073033347784317,-0.7850250438866518,-0.10119701650206231,-0.2884393754990507,0.0,0.0,2,0,2,2,4,6,7,0,3,4,1967.0,3,2.0,0.20027297332257826,5,5,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,3,0.7917681379006543,10,2006,9,4,0,0
20,4,0.009692463226706093,0.8433405701380167,1,1,3,3,0,4,0,20,5,2,0,2,5,5,2004,2004,1,1,13,14,3,-0.5670159496749859,3,4,2,4,4,4,2,0.4492232542744085,6,-0.2930252797528886,-0.2110621810571512,0.1412650545128756,1,0,1,5,0.03865916450915695,-0.7850250438866518,-0.10119701650206231,-0.7541493539760995,1.0,0.0,1,1,3,1,2,6,7,0,3,5,2004.0,3,2.0,0.47892663683044606,5,5,2,-0.7407604083206012,0.806838792583559,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,6,2008,9,4,0,0
20,4,0.18969543993168606,-0.32195637823674234,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1965,3,1,3,11,3,-0.5670159496749859,3,4,1,4,4,4,3,0.13744829150826,6,-0.2930252797528886,-0.08133879323399115,-0.0516463630454428,1,4,1,5,0.6083885438998373,-0.7850250438866518,-0.10119701650206231,-0.1879870631674399,0.0,0.0,1,0,3,1,4,6,2,0,3,1,1958.0,3,1.0,-0.8307455816565326,5,5,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,2,1,-0.08959195989676072,5,2009,0,0,0,0
60,4,1.3112637605968922,0.9164304492286791,1,1,0,3,0,0,0,16,2,2,0,5,8,5,2005,2006,1,1,13,14,1,1.5579791738945314,2,4,2,0,4,0,6,-0.9691332664786333,6,-0.2930252797528886,1.3592735662758386,0.2411250824254169,1,0,1,5,0.15862563296647403,2.056599753589673,-0.10119701650206231,1.5769671377456287,0.0,0.0,3,1,4,1,2,9,7,1,2,3,2005.0,2,3.0,1.765377716691769,5,5,2,1.1563990886910875,1.5764803717838884,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,11,2006,7,5,0,0
45,5,-0.4387921985206204,-0.3509660367346536,1,0,3,0,0,4,0,9,2,2,0,1,7,7,1930,1950,1,1,14,15,3,-0.5670159496749859,3,4,2,4,4,4,6,-0.9691332664786333,6,-0.2930252797528886,0.1735562845939724,-0.9413084299026289,1,0,1,1,0.021934035612612743,-0.7850250438866518,-0.10119701650206231,-0.7707697664608211,0.0,0.0,1,0,3,1,2,6,7,1,2,1,1930.0,3,1.0,-0.8957647698083684,5,5,0,-0.7407604083206012,-0.7028427666170877,2.831893241256634,-0.10333053085137019,-0.28593545802354126,0,3,0,1,-0.08959195989676072,6,2007,9,4,0,0
20,4,0.40075622687664353,0.17536867243714854,1,1,3,3,0,4,0,5,2,2,0,2,8,5,2002,2002,3,1,13,14,1,1.0043620232803678,2,4,2,2,4,4,6,-0.9691332664786333,6,-0.2930252797528886,2.7680240410571733,1.645974111467759,1,0,1,5,1.516042503617505,-0.7850250438866518,-0.10119701650206231,0.7139840544970454,0.0,0.0,2,0,3,1,2,7,7,1,2,1,2002.0,2,2.0,0.2838690723749386,5,5,2,0.6109657333002271,1.6504843697839202,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,9,2008,9,4,0,0
120,5,-1.2306934339194573,-1.4635791105664528,1,1,3,3,0,4,0,10,2,2,4,2,5,7,1976,1976,1,1,5,5,3,-0.5670159496749859,3,4,2,2,4,4,2,0.8751693301661888,6,-0.2930252797528886,-0.8209896887169211,-0.02668135606730748,1,4,1,5,-0.11522175847079229,-0.7850250438866518,-0.10119701650206231,-0.9070668250028782,1.0,0.0,1,0,3,1,4,6,7,1,5,1,1976.0,3,2.0,0.4603497259299215,5,5,2,0.04972271543426916,0.9252451893836097,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,6,2007,9,4,0,0
20,4,0.10101769377900129,-0.15160779463503415,1,1,0,3,0,4,0,19,2,2,0,2,5,8,1968,2001,1,1,10,11,3,-0.5670159496749859,3,2,1,4,4,2,5,-0.5563607805628874,0,3.656129403916146,-0.8118862930802081,0.01870956571112038,1,0,1,5,-0.11522175847079229,-0.7850250438866518,-0.10119701650206231,-0.9070668250028782,1.0,0.0,1,0,3,1,2,6,7,1,5,1,1968.0,3,1.0,-0.9422070470596797,5,5,2,2.468601074124172,0.6292291973834829,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,2,1,-0.08959195989676072,5,2010,9,4,0,1
20,4,1.572393881794144,0.9184989173799056,1,1,3,3,0,0,0,16,2,2,0,2,8,5,2007,2007,1,1,13,14,4,3.0119232058105174,2,4,2,2,4,4,6,-0.9691332664786333,6,-0.2930252797528886,2.287819921220563,1.1670998867053453,1,0,1,5,1.1598913739108987,-0.7850250438866518,-0.10119701650206231,0.3600627951011626,0.0,0.0,2,0,3,1,2,7,7,1,2,1,2007.0,2,3.0,1.937214142521621,5,5,2,-0.7407604083206012,0.12600201098326738,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,7,2009,9,4,0,0
20,4,-0.2818773920324846,-0.4176462033594228,1,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,2000,1,1,14,15,3,-0.5670159496749859,3,4,1,4,4,2,1,-0.45536325741329,5,2.580162109862606,-0.8665066669004861,-0.3444178085163025,1,4,1,5,-0.6219704400970936,-0.7850250438866518,-0.10119701650206231,-1.4106427416260539,0.0,1.0,1,0,3,1,2,5,7,0,3,5,2005.0,3,2.0,0.47892663683044606,5,5,2,1.0141121264152109,-0.22921717941688477,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,5,2010,9,4,0,0
20,4,1.2190205501328906,0.49698606291292097,1,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2008,1,1,13,14,4,0.5514025364142338,2,4,2,0,4,4,2,1.7051054986563587,6,-0.2930252797528886,-0.17009690069194275,1.4802972469764974,1,0,1,5,1.3549198456438887,-0.7850250438866518,-0.10119701650206231,0.5538701891438434,1.0,0.0,2,0,3,1,2,7,7,1,2,1,2008.0,2,3.0,1.3891952709561475,5,5,2,-0.7407604083206012,0.03719721338322934,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,5,2010,9,4,0,0
20,4,-1.0289169273413836,1.1873870293365771,1,1,0,3,0,1,0,12,2,2,0,2,5,6,1957,1997,1,1,8,8,3,-0.5670159496749859,3,4,1,4,4,1,1,1.834645800087364,6,-0.2930252797528886,-0.8050587463526734,0.980997107413791,1,4,1,5,1.1598913739108987,-0.7850250438866518,-0.10119701650206231,0.3600627951011626,1.0,0.0,1,0,2,1,4,6,7,2,2,1,1957.0,2,1.0,-0.7146398885282543,5,5,2,1.5358309880934253,3.1157635301845477,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,12,2006,9,4,0,0
30,5,-0.2818773920324846,-0.672077721317074,1,1,0,3,0,4,0,3,1,7,0,2,4,6,1927,1950,1,1,8,8,3,-0.5670159496749859,3,4,0,4,4,4,6,-0.9691332664786333,6,-0.2930252797528886,-0.09271803777988238,-1.2068453223064317,1,1,0,5,-2.320840156857149,-0.7850250438866518,-0.10119701650206231,-3.0988757965108222,0.0,0.0,1,0,1,1,1,4,7,0,3,5,1920.0,3,1.0,-1.0815338788136135,1,5,2,-0.35342367768071475,-0.7028427666170877,0.9948381632864295,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,5,2008,9,4,0,0
70,0,-0.8396296702695198,-0.09210745906006979,1,2,3,3,0,4,0,9,1,2,0,5,4,4,1920,1950,2,1,3,3,3,-0.5670159496749859,3,1,0,4,4,4,6,-0.9691332664786333,6,-0.2930252797528886,0.20086647150411135,-0.9140738768355721,1,4,0,5,-1.634548631948314,0.7734358466832866,-0.10119701650206231,-0.2389715543342241,0.0,0.0,1,0,3,1,4,6,7,0,3,5,1920.0,3,1.0,-1.0350916015623022,5,1,0,-0.7407604083206012,0.09640041178325469,2.318140549959882,-0.10333053085137019,-0.28593545802354126,0,3,2,1,-0.08959195989676072,7,2008,9,4,0,0
20,4,0.10101769377900129,-0.08198128022946143,1,1,0,3,0,1,0,19,2,2,0,2,5,6,1966,2006,1,1,6,6,3,-0.5670159496749859,3,4,1,4,4,4,6,-0.9691332664786333,6,-0.2930252797528886,1.5185829899183159,0.3999933086499144,1,2,1,5,0.3403919758555572,-0.7850250438866518,-0.10119701650206231,-0.4543056986134153,0.0,0.0,1,1,3,1,2,6,7,0,3,1,1966.0,3,1.0,-0.9375628193345485,5,5,2,-0.7407604083206012,0.2592092073833244,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,2,1,-0.08959195989676072,6,2008,9,4,0,1
20,4,0.7836513126881294,0.4222775795644128,1,1,3,3,0,0,0,5,2,2,0,2,8,5,2007,2007,1,1,13,14,3,-0.5670159496749859,2,4,2,0,4,0,6,-0.9691332664786333,6,-0.2930252797528886,1.5322380833733853,0.41361058518344274,1,0,1,5,0.35548670357949674,-0.7850250438866518,-0.10119701650206231,-0.43930547932253283,0.0,0.0,2,0,3,1,2,7,7,0,3,1,2007.0,2,2.0,0.05165768611838211,5,5,2,-0.7407604083206012,-0.25881877861689745,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,1,2008,9,4,0,0
20,4,0.18969543993168606,0.3320118988325451,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,3,3,-0.5670159496749859,3,4,1,4,4,4,5,1.2659858327885438,6,-0.2930252797528886,-0.41133688506483684,0.7858161437665512,1,2,1,5,1.3476415136445572,-0.7850250438866518,-0.10119701650206231,0.5466374269464391,0.0,1.0,1,1,4,1,2,6,7,1,2,1,1959.0,2,2.0,-0.1201787397114697,5,5,2,-0.7407604083206012,-0.14041238181684673,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,4,2010,9,4,0,0
120,4,-0.2818773920324846,-0.3871044826251341,1,1,3,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,1,0.8086387882147543,0,4,2,0,4,4,2,1.562391607249319,6,-0.2930252797528886,-0.34761311560784597,1.1557521562607382,1,0,1,5,1.0834684989733028,-0.7850250438866518,-0.10119701650206231,0.2841184055189941,1.0,0.0,2,0,2,1,0,6,7,1,2,1,2005.0,0,2.0,0.38604208232782344,5,5,2,0.8639203329017856,-0.007205185416789678,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,8,2007,9,4,0,0
60,4,1.516260783350717,0.8032649009571154,1,1,3,3,0,4,0,16,2,2,0,5,8,5,2004,2005,1,1,13,14,4,0.17114025114389908,2,4,2,0,4,0,6,-0.9691332664786333,6,-0.2930252797528886,1.2659637609995305,0.14807369277963978,1,0,1,5,0.08829933604178014,2.2945683326886757,-0.10119701650206231,1.6738653474931773,0.0,0.0,3,1,4,1,2,9,7,1,2,3,2004.0,0,3.0,1.013012825220526,5,5,2,0.1524855215224023,-0.22921717941688477,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,9,2006,9,4,0,0
20,4,1.627515517827027,0.3882582904127801,1,1,3,3,0,0,0,5,2,2,0,2,5,5,1994,1995,1,1,13,14,3,-0.5670159496749859,3,4,2,2,4,4,6,-0.9691332664786333,6,-0.2930252797528886,1.2204467828159655,0.10268277100121193,1,0,1,5,-0.008965283975879037,-0.7850250438866518,-0.10119701650206231,-0.8014756247076945,0.0,0.0,1,1,3,1,4,6,7,0,3,1,1995.0,3,2.0,0.9247724984430346,5,5,2,2.3579334367984903,0.2444084077833181,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,6,2009,9,4,0,0
20,4,0.3596929521727422,-0.08473778436595042,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1990,3,1,14,15,1,3.0678441301149784,3,4,1,4,4,4,5,1.6941275070096633,6,-0.2930252797528886,-1.0849881621815978,0.5565919887854905,1,2,1,5,0.5096920189232858,-0.7850250438866518,-0.10119701650206231,-0.2860656469598708,0.0,1.0,1,0,3,1,4,5,7,1,5,1,1954.0,0,2.0,0.11667687427021793,5,5,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,10,2009,9,4,0,0
20,4,0.10101769377900129,-0.2302236840812326,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1953,2007,1,1,13,14,3,-0.5670159496749859,3,2,1,4,4,4,2,0.6358491122682298,6,-0.2930252797528886,-0.5342327261604621,0.011900927444356202,1,4,1,5,-0.12399907801729709,-0.7850250438866518,-0.10119701650206231,-0.9157891895523832,1.0,0.0,1,0,3,1,2,5,7,0,3,5,1953.0,3,1.0,-1.053668512462827,5,5,2,-0.7407604083206012,0.06679881258324202,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,1,2010,9,0,0,0
90,4,-0.03701329945768772,-0.762193163614801,1,1,3,3,0,4,0,7,2,2,2,2,4,5,1955,1955,1,1,0,11,3,-0.5670159496749859,3,4,2,3,2,3,4,-0.9691332664786333,4,-0.2930252797528886,-1.2761594705525703,-2.3870092885455563,1,4,0,2,0.142537654759862,-0.7850250438866518,-0.10119701650206231,-0.6509212493117708,0.0,0.0,2,0,2,2,1,6,7,0,3,6,1979.0,1,0.0,-2.196148532845085,3,3,0,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,4,1,-0.08959195989676072,6,2008,9,1,1,0
20,4,0.74744771816872,-0.05598592579760285,1,1,3,3,0,4,0,12,2,2,0,2,6,5,1965,1965,1,1,14,15,1,-0.0022146141999299673,3,4,1,4,4,4,5,0.4426364592863913,6,-0.2930252797528886,-0.26340670596825083,0.08225685620091938,1,0,1,5,0.5734997538830734,-0.7850250438866518,-0.10119701650206231,-0.22265741367763942,0.0,0.0,2,0,3,1,4,6,7,1,5,1,1965.0,2,2.0,-0.1526883337873876,5,5,2,-0.7407604083206012,1.339667578183787,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,0,3,1,1,-0.08959195989676072,12,2006,9,0,0,0
